year,school_id,region,sector,n_stu,n_escs,w_sum,escs,math,read,scie,sd_escs,sd_math,sd_read,sd_scie
2018,3200309,Buenos Aires,Pública,17,17,1823.70014,-1.30794,354.58789,365.06473,381.14378,0.59202,88.76751,98.71482,79.25723
2018,3200310,Córdoba,Pública,27,27,534.17519,-1.31862,377.81427,404.89393,402.95102,1.01145,47.58835,66.21786,56.75791
2018,3200311,Córdoba,Pública,18,18,362.94113,-1.71248,313.44851,326.93407,350.54101,1.06041,50.79487,63.07002,58.13430
2018,3200312,Córdoba,Pública,29,29,627.08223,-0.68057,379.59495,409.72746,412.14439,1.29595,70.21708,93.34558,78.08371
2018,3200313,NOA,Privada,28,28,359.53195,-1.52987,333.07886,356.40920,360.06581,0.94950,54.74104,85.38071,67.01370
2018,3200314,Buenos Aires,Pública,25,25,2724.79063,-1.52576,359.13583,381.07616,384.74123,0.90246,66.68247,77.26733,60.33119
2018,3200315,NOA,Pública,12,10,1479.86382,-1.78146,251.36693,296.62769,297.15067,1.19516,38.95914,47.89124,44.31570
2018,3200316,NEA,Pública,31,31,2041.80913,-0.75705,389.70737,437.86914,416.76982,0.88916,47.14317,63.13516,54.22570
2018,3200317,Córdoba,Pública,34,34,565.00408,-1.18941,395.60052,431.86799,424.96265,1.05144,57.81740,77.79078,72.90292
2018,3200318,Cuyo,Pública,1,1,313.59077,-1.21840,336.43630,357.63700,322.20820,,,,
2018,3200319,CABA,Privada,18,18,276.61910,0.80843,493.46135,512.02075,526.77340,0.87117,43.74576,63.15976,61.79539
2018,3200320,Cuyo,Pública,30,30,1780.39156,-0.74697,355.60845,377.49824,382.92003,1.04839,45.98185,73.41523,63.99337
2018,3200321,Buenos Aires,Privada,16,16,1574.91058,-1.45506,367.45665,422.17493,411.67218,0.98171,48.61362,73.51586,48.93276
2018,3200322,NOA,Pública,31,31,299.18079,-1.42860,378.63093,409.70093,409.74411,0.85855,46.71271,60.15080,49.48042
2018,3200323,Córdoba,Pública,31,31,604.59092,-1.60783,361.61183,387.58927,383.25368,0.98407,57.88053,70.85222,63.39068
2018,3200324,NOA,Privada,21,21,221.53096,-0.44072,370.87755,366.91959,389.49960,0.83004,54.08335,63.20540,54.77614
2018,3200325,Buenos Aires,Pública,29,29,2555.13627,-1.32655,329.16325,337.22050,346.56244,0.90615,57.96105,69.61621,51.11439
2018,3200326,NEA,Privada,35,35,2364.39232,-0.71812,416.07664,438.90495,442.42170,1.20429,62.89190,80.38713,65.96739
2018,3200327,NEA,Pública,15,15,1154.68976,-1.20047,318.30944,335.52867,333.81082,0.94155,62.10917,67.35820,49.34485
2018,3200328,Córdoba,Privada,34,34,560.31728,-0.14970,437.26183,468.11809,470.94223,0.90519,43.72492,59.88056,52.38371
2018,3200329,Buenos Aires,Pública,15,15,1919.04781,-1.52820,327.27919,319.54905,343.08289,1.15878,50.58520,71.58827,56.25999
2018,3200330,Buenos Aires,Privada,32,32,3309.11355,0.21927,470.54946,523.05042,504.60707,0.83177,50.48986,70.86402,57.21589
2018,3200331,NOA,Pública,33,30,2455.47595,-1.98535,301.26523,268.84296,310.39284,1.61656,41.50497,67.35724,55.05672
2018,3200332,NOA,Pública,35,35,366.67275,-1.12687,416.58767,450.82445,440.91595,1.17414,41.64132,59.21633,61.59678
2018,3200333,Buenos Aires,Pública,24,24,2302.71849,-0.95695,363.31033,405.93995,398.65836,0.83982,62.76087,59.98788,54.90793
2018,3200334,Córdoba,Pública,28,28,308.05370,-1.29398,337.53914,355.29144,369.72878,1.05457,49.86046,64.71580,63.11784
2018,3200335,NOA,Privada,29,29,263.44320,-2.12653,316.38084,319.96032,336.40363,0.86604,45.78024,72.29635,41.25112
2018,3200336,Cuyo,Pública,27,27,2672.09141,-1.75169,370.97793,403.84953,399.52345,1.04679,58.22514,70.07771,65.69087
2018,3200337,Córdoba,Pública,31,31,562.21287,-0.90334,417.19936,439.13213,440.38590,1.11599,53.03573,73.68509,60.90160
2018,3200338,CABA,Privada,34,34,423.28492,-0.16553,410.60227,425.52888,421.18157,1.10524,49.32847,64.13158,59.17493
2018,3200339,Córdoba,Pública,31,31,710.51807,-0.64614,451.56100,455.04768,466.80713,0.75352,46.27292,66.55226,60.44337
2018,3200340,CABA,Pública,33,33,512.68612,-0.85962,358.12515,363.24808,370.82454,0.94617,40.71933,60.23059,55.17428
2018,3200341,Buenos Aires,Pública,33,33,3715.03584,-0.35596,426.41560,467.99265,447.88143,0.74272,57.58613,75.59415,59.19233
2018,3200342,CABA,Privada,28,28,401.34109,-0.42206,471.89217,505.59262,496.08520,0.99804,51.03389,67.66279,62.41945
2018,3200343,NOA,Privada,19,19,192.50634,-0.65787,383.10634,427.65452,424.81043,1.06988,62.26363,80.12799,70.90390
2018,3200344,Buenos Aires,Privada,27,27,1907.09508,0.03812,414.96106,455.21936,436.94589,0.81896,57.85120,83.26260,64.14005
2018,3200345,NEA,Pública,28,27,1501.81608,-1.79200,317.64661,340.34416,342.01769,1.38017,55.80071,76.18694,58.29128
2018,3200346,CABA,Pública,32,32,472.41546,0.54190,511.15961,536.19664,542.21606,0.65204,53.22556,54.44155,46.97705
2018,3200347,CABA,Privada,24,23,344.08202,0.35400,476.26384,507.67721,504.39445,0.67589,53.51503,62.29313,72.06513
2018,3200348,NOA,Pública,30,30,293.27449,-2.26783,328.24100,337.64749,358.90762,0.84028,42.44535,60.50333,50.58734
2018,3200349,Patagonia,Privada,32,32,2390.67776,-0.35327,401.92674,426.05345,435.74350,0.56271,47.90711,70.50613,64.18910
2018,3200350,Santa Fe,Pública,27,27,1485.48981,-1.06820,391.04792,426.49384,414.41218,1.18314,59.58821,90.40428,65.21061
2018,3200351,NOA,Pública,30,30,275.70325,-1.75005,364.77693,409.10106,392.07108,1.18528,67.01622,79.63913,80.80230
2018,3200352,Cuyo,Pública,28,28,2447.24055,-1.37821,356.64206,363.63601,368.48360,0.96593,49.62070,63.32244,58.17800
2018,3200353,Buenos Aires,Pública,13,12,1367.43660,-1.45269,354.66391,374.26758,376.85675,1.07446,57.35192,48.38010,39.47691
2018,3200354,Patagonia,Privada,27,27,2445.12129,-0.01041,402.41970,422.53722,428.19091,0.92581,55.32377,63.08040,56.78032
2018,3200355,CABA,Pública,31,31,408.37201,-0.43756,403.86269,425.84879,423.81571,0.65155,51.49441,79.36713,62.45134
2018,3200356,Cuyo,Privada,9,9,729.36104,-0.27913,401.38315,434.54451,441.26370,0.88282,47.06446,53.62812,62.79193
2018,3200357,Buenos Aires,Privada,21,21,2061.61491,-0.63915,420.98816,476.12118,474.30657,0.98405,57.13952,57.93130,58.69177
2018,3200358,NOA,Pública,23,23,2295.61212,-1.00550,370.27025,373.28499,390.28653,1.09783,57.36565,74.07241,65.03223
2018,3200359,Patagonia,Pública,19,19,1424.84363,-1.24276,361.35944,365.57437,385.07164,1.25336,72.44072,86.91192,70.24909
2018,3200360,NEA,Pública,21,20,2142.30676,-0.38840,402.75724,421.63069,438.48606,1.09162,58.90990,72.24399,69.11266
2018,3200361,CABA,Pública,30,30,551.50834,-0.04019,451.86948,480.41689,468.95589,0.98349,63.99656,74.72860,67.87098
2018,3200362,NOA,Privada,24,24,1722.95150,0.25535,430.52858,466.49345,461.50638,0.52960,51.80311,86.05615,68.43020
2018,3200363,CABA,Privada,30,30,379.33230,1.10749,523.66910,569.89488,555.61496,0.31703,46.94686,50.45521,48.14173
2018,3200364,Patagonia,Pública,23,23,1605.69469,-0.42098,409.45043,446.78014,444.79660,1.01311,59.07052,74.24049,64.68161
2018,3200365,Patagonia,Privada,31,31,2765.18244,-0.07899,450.61383,484.63198,489.22139,0.61926,47.53752,70.49454,62.81136
2018,3200366,NEA,Pública,10,10,991.41455,-1.13840,329.12687,363.14666,368.47487,1.01725,33.81532,66.15336,33.30148
2018,3200367,NOA,Pública,25,25,288.08013,-1.71762,298.61929,312.59537,326.55903,1.03979,44.44348,59.30036,50.85443
2018,3200368,Córdoba,Pública,32,32,434.12348,-1.37964,374.33509,396.59476,403.45251,1.10379,63.57525,84.90271,71.34483
2018,3200369,NOA,Pública,22,22,3002.21323,-1.61753,323.61997,334.72381,343.58252,0.94916,41.37698,62.71935,51.64502
2018,3200370,Buenos Aires,Pública,32,31,3137.27888,-1.38909,370.15629,374.81442,381.57522,0.93647,59.62306,71.94336,60.56529
2018,3200371,Buenos Aires,Privada,32,32,3068.51300,0.69344,528.39053,559.45509,551.00399,0.53933,46.72787,57.82667,57.26090
2018,3200372,NEA,Privada,22,22,3627.02550,-0.32116,443.47556,460.85511,444.78304,0.92386,60.47427,71.88731,74.17303
2018,3200373,Buenos Aires,Pública,12,12,1495.84788,-1.59035,345.09400,370.69471,379.82933,0.57823,34.34912,54.97656,30.21828
2018,3200374,CABA,Pública,29,29,380.63531,-0.91695,407.43177,445.87011,433.14132,1.11754,49.90596,60.98513,59.86383
2018,3200375,Patagonia,Pública,27,27,1816.68923,-1.86386,361.11061,354.17364,369.38818,0.99883,48.93894,64.95486,58.29894
2018,3200376,CABA,Pública,29,29,461.78601,0.55594,541.17405,576.18078,568.56636,0.78242,44.24647,47.30381,36.55581
2018,3200377,NEA,Pública,28,28,2463.75844,-0.67459,386.18467,411.55697,405.16717,0.95763,74.84493,79.28767,79.10744
2018,3200378,Cuyo,Pública,31,30,2135.37403,-0.67560,375.31433,386.15590,414.12496,1.04580,61.65839,73.31836,64.80478
2018,3200379,CABA,Privada,32,32,372.29126,0.95337,525.51658,552.09516,540.73826,0.50957,49.49767,61.32195,55.82485
2018,3200380,CABA,Privada,33,33,445.85128,0.08397,459.92155,473.77124,475.72179,0.68585,62.39573,77.69905,63.64745
2018,3200381,Buenos Aires,Privada,31,31,2558.52287,-0.56381,424.13778,475.57247,476.97873,0.86612,38.71853,54.91324,57.27444
2018,3200382,CABA,Privada,34,34,481.41193,0.24293,460.48415,474.34406,474.14686,0.84532,43.52992,64.31053,63.12314
2018,3200383,NEA,Pública,30,28,1837.50392,-1.30692,258.37562,292.06397,311.04299,1.17539,61.86087,69.46788,59.32891
2018,3200384,Córdoba,Privada,32,32,699.98711,-0.15597,465.61218,491.26279,492.93310,0.83532,40.73002,52.39736,51.15336
2018,3200385,Córdoba,Pública,30,30,648.74469,-0.94839,333.71046,331.01138,341.06404,1.06849,41.99950,68.12249,50.89822
2018,3200386,Córdoba,Pública,32,32,645.99695,-1.23145,374.00436,400.56734,408.86958,1.06270,65.30116,79.95387,67.77967
2018,3200387,NOA,Pública,26,26,264.85835,-1.52233,320.38199,341.36082,360.39715,0.87578,46.33704,60.59834,48.68589
2018,3200388,Santa Fe,Pública,26,26,2832.55448,-1.44850,336.32650,339.02911,347.21531,0.78439,70.23658,82.85792,58.22783
2018,3200389,Cuyo,Pública,29,29,1843.21309,-0.80193,409.15731,416.48630,438.35913,1.01849,50.72628,55.79943,55.13716
2018,3200390,NOA,Pública,33,32,409.61698,-1.79660,314.86417,326.85650,331.90925,0.84173,40.48523,56.49262,60.79571
2018,3200391,NOA,Privada,35,34,327.67326,0.13924,435.67842,480.46140,463.70463,0.78943,52.80004,64.21288,62.33837
2018,3200392,Buenos Aires,Pública,26,26,3033.96374,-1.44688,342.49074,355.19089,361.79071,1.03224,49.07195,79.73204,57.31555
2018,3200393,Buenos Aires,Pública,22,21,2482.83512,-1.24497,351.09692,388.62661,379.79082,0.87516,66.94784,91.45456,80.00151
2018,3200394,NOA,Pública,30,30,238.51804,-0.44850,411.04583,447.45973,438.57990,0.95567,57.64965,76.29937,58.42242
2018,3200395,Santa Fe,Privada,31,30,2458.98983,-0.41466,368.27513,373.39933,383.42945,0.73382,58.06591,78.95651,60.67905
2018,3200396,NOA,Privada,35,35,322.29680,0.16061,449.70003,493.13191,480.06359,0.73472,54.09669,66.89008,51.84126
2018,3200398,NOA,Pública,26,26,3260.76534,-1.62148,317.43488,330.79658,324.12654,1.10247,47.90501,65.83044,47.17821
2018,3200399,Córdoba,Pública,31,31,513.69892,-0.91026,396.16154,430.79604,431.93934,0.99998,52.22515,72.41247,62.16945
2018,3200400,Córdoba,Privada,33,33,572.63899,-0.29522,402.31067,433.26352,435.55967,0.78450,45.09917,71.36789,56.64282
2018,3200401,NOA,Pública,13,13,289.09287,-2.52812,327.45376,347.42985,359.40365,1.01429,54.91246,69.01015,61.72683
2018,3200402,Buenos Aires,Pública,27,27,1979.64831,-1.55604,336.34136,383.00531,376.70832,0.85934,54.88384,80.67268,68.17794
2018,3200403,CABA,Privada,34,34,376.23939,0.15119,440.99589,472.49174,464.01924,0.89996,49.96847,72.73396,63.77058
2018,3200404,CABA,Pública,25,25,423.79834,-0.82241,409.61243,395.93320,421.47987,1.12566,70.10134,86.29913,74.50416
2018,3200405,CABA,Pública,16,15,392.10855,-0.62267,384.94000,379.20811,390.77711,0.88084,70.03436,96.94326,76.06755
2018,3200406,Córdoba,Privada,32,32,652.59372,-0.47411,477.86664,495.68086,505.72678,0.93319,51.54736,62.06877,56.28908
2018,3200407,CABA,Privada,29,27,632.40354,-0.99154,379.18162,387.59483,391.45489,0.78671,47.30184,71.84542,60.00552
2018,3200408,NOA,Pública,6,6,131.78752,-2.46154,318.93855,348.20572,338.52717,0.63555,40.34723,45.37166,52.30848
2018,3200409,NEA,Pública,7,7,797.13064,-1.90200,264.57668,282.94295,313.37016,0.65933,50.64606,54.72779,50.21560
2018,3200410,Córdoba,Privada,33,33,569.10594,0.11514,446.92331,480.11590,474.88944,0.77284,41.54569,49.90884,47.16055
2018,3200411,NOA,Pública,17,17,97.07205,-1.23817,309.70493,351.56070,340.36690,1.24322,56.35010,78.33171,73.36533
2018,3200412,NEA,Pública,1,1,353.90292,-3.92570,353.00310,358.90720,344.89170,,,,
2018,3200413,Buenos Aires,Pública,29,28,2272.10010,-1.60129,363.02497,384.50649,396.80799,0.95093,38.12846,56.25536,46.81731
2018,3200414,Buenos Aires,Pública,12,12,1337.39269,-1.41679,336.37497,377.04423,373.04186,0.92954,57.11322,67.95253,52.57330
2018,3200415,CABA,Pública,28,26,364.28592,-1.15682,379.40241,389.86857,394.64767,0.88859,65.33575,78.73882,71.13600
2018,3200416,Patagonia,Pública,17,17,1828.28707,-1.52202,329.96702,347.79651,360.30848,1.01657,59.40266,56.86162,63.67347
2018,3200417,Patagonia,Pública,26,25,1710.38076,-1.08373,385.06944,407.52584,407.01637,0.88783,42.41905,76.73847,62.72963
2018,3200418,Buenos Aires,Pública,21,21,2814.12850,-1.57746,340.73589,345.77616,349.73603,1.00919,62.04030,83.88859,71.10036
2018,3200419,NOA,Pública,31,31,346.13255,-1.13397,378.54696,396.82584,398.14971,0.78579,40.39503,48.20438,47.35065
2018,3200420,Buenos Aires,Pública,26,26,2367.96546,-1.27231,367.97841,411.15774,397.56742,1.12561,52.06533,84.44314,66.65675
2018,3200421,NOA,Pública,25,25,244.77417,-2.14089,317.85866,330.55581,333.44903,0.78389,47.28331,61.64607,47.43463
2018,3200422,Cuyo,Pública,31,31,2076.88884,-0.82390,378.64129,406.39112,404.61685,0.99094,55.21109,60.61497,64.00752
2018,3200423,CABA,Privada,33,33,417.87359,0.25002,480.76571,507.49716,499.58824,0.68581,45.24301,59.15242,55.05782
2018,3200424,NOA,Pública,24,24,240.71926,-1.79124,301.88997,312.47190,333.47643,1.15029,48.06383,78.16446,48.22436
2018,3200425,NOA,Privada,32,32,228.63728,0.12995,426.91433,453.76723,452.74571,0.62293,50.39346,71.40062,56.65510
2018,3200426,NOA,Privada,18,17,178.84258,0.10714,358.63464,398.16075,383.34472,0.79702,61.39241,83.74224,74.12761
2018,3200427,Córdoba,Privada,35,35,629.01755,-0.33407,448.35992,478.18922,471.94581,1.07858,45.68856,56.53528,58.26807
2018,3200428,CABA,Pública,30,29,419.32957,-0.41887,454.92982,485.70171,485.75650,0.81148,44.99339,52.97685,47.43900
2018,3200430,NEA,Pública,26,26,2848.67977,-1.57948,299.68423,319.70863,320.54052,1.16081,56.51237,76.56419,63.72569
2018,3200431,Santa Fe,Privada,28,28,2385.50386,-0.63048,379.65071,400.00551,404.38516,1.11058,60.85070,73.97694,66.84867
2018,3200432,Córdoba,Pública,33,33,552.21117,-1.13653,396.30467,418.69268,422.69308,0.87495,53.45380,65.51076,53.51533
2018,3200433,Córdoba,Privada,34,34,812.09019,-0.61781,426.17664,455.62880,458.47052,0.75696,54.85259,59.03902,59.25715
2018,3200434,NOA,Pública,30,29,263.77379,-1.84164,317.85548,321.39322,344.37979,1.11114,37.96141,49.49341,48.48145
2018,3200435,Córdoba,Pública,25,24,574.85521,-1.54481,324.54338,355.30135,352.59964,1.07771,52.09424,56.61677,53.98421
2018,3200436,Buenos Aires,Privada,30,30,2454.85311,0.00732,433.55614,454.55012,454.89457,0.73095,48.10761,81.39989,65.87806
2018,3200437,NOA,Pública,6,6,134.30920,-1.07654,353.74760,391.29074,383.97200,0.95969,50.27372,58.76014,37.40434
2018,3200438,NOA,Privada,33,33,331.59379,0.43187,419.75289,460.69249,455.20374,0.76013,54.84129,72.26535,71.61774
2018,3200439,NOA,Pública,29,29,2413.36525,-1.17691,386.18215,412.90859,395.12412,1.06022,51.39792,63.23924,53.59299
2018,3200440,CABA,Privada,33,33,480.88755,0.61994,454.44279,478.30231,475.59798,0.59045,54.57433,86.80615,62.38766
2018,3200441,Córdoba,Pública,22,22,362.44786,-1.62331,319.26685,349.04587,356.77266,0.88003,48.71201,74.97474,62.73538
2018,3200442,Buenos Aires,Privada,34,33,2932.62742,-0.32175,423.11349,475.16132,466.49003,0.76283,68.72959,93.08779,82.97343
2018,3200443,NOA,Pública,24,24,3466.00866,-1.21182,367.23486,384.65750,378.86832,0.86983,60.89944,65.77205,60.69652
2018,3200444,Buenos Aires,Pública,24,24,2225.13226,-1.62429,346.71218,386.76181,373.94847,0.97405,60.61705,80.87992,68.44010
2018,3200445,Buenos Aires,Pública,19,19,1693.91351,-0.92215,375.19137,378.40295,387.20186,1.44648,40.47205,70.98306,61.21908
2018,3200446,CABA,Privada,31,31,297.37110,-0.21231,417.32748,432.26687,430.34025,0.94316,64.08493,87.93956,77.06606
2018,3200447,Buenos Aires,Pública,29,29,2379.13733,-1.46142,378.55643,407.32399,397.44707,0.85804,78.63224,79.86845,70.42612
2018,3200448,Cuyo,Pública,13,13,1023.01519,-1.88310,283.45312,323.96230,326.93322,1.23755,40.60407,47.81967,30.90319
2018,3200449,NEA,Pública,22,22,1872.30052,-1.95283,319.27853,341.24269,343.22019,0.94979,54.06337,73.87260,65.03995
2018,3200450,Córdoba,Privada,29,29,400.45919,-1.05074,369.58509,408.82525,402.04750,0.79716,47.81424,70.48803,51.79121
2018,3200451,NOA,Pública,28,28,199.86722,-0.99950,422.88507,431.92273,439.10996,0.99256,46.88238,63.57871,50.49445
2018,3200452,CABA,Pública,35,33,637.17938,0.46231,471.05916,501.92230,490.80772,0.55965,47.39447,57.61015,56.89610
2018,3200453,Patagonia,Pública,30,30,2269.79353,-0.61750,424.37739,450.83892,458.68281,0.82465,38.55413,45.73281,43.19939
2018,3200454,CABA,Privada,28,28,293.35394,0.00576,432.81986,452.75849,461.06427,0.80003,42.41542,58.08309,51.15370
2018,3200455,CABA,Privada,25,25,348.31988,0.18947,455.18299,508.26036,491.64910,0.74449,48.68000,67.45177,58.71507
2018,3200456,NOA,Pública,29,29,154.93900,-0.87493,389.66899,428.82255,414.16015,0.96014,57.85661,73.00498,69.03320
2018,3200457,NEA,Privada,35,35,1808.05734,-0.39149,408.89945,445.30178,435.47344,0.85610,40.88218,68.71391,56.74053
2018,3200458,Buenos Aires,Pública,20,19,2514.91993,-1.58398,353.23374,348.48877,365.23379,0.72291,53.81069,78.54625,55.13504
2018,3200459,NOA,Pública,29,29,160.76947,-1.46257,336.54756,356.06067,367.75614,1.17446,36.97434,57.39915,43.52609
2018,3200460,Patagonia,Pública,30,30,1489.65394,-0.79683,388.47469,427.92846,436.05391,1.14092,66.32265,88.08651,75.80739
2018,3200461,NOA,Pública,23,23,1785.49926,-1.30078,327.43388,335.70442,353.95830,1.48502,65.80934,70.32111,60.59264
2022,3200426,Córdoba,Privada,33,33,752.74356,-0.60459,378.68723,391.02074,401.08315,1.27505,61.67431,75.02704,69.83834
2022,3200264,CABA,Privada,35,35,518.46883,0.05518,451.52133,469.88137,478.53618,0.85430,57.80417,82.45268,63.03504
2022,3200458,Buenos Aires,Pública,28,28,2749.40776,-1.30875,351.62310,363.99658,380.99320,0.83719,39.08887,49.72431,52.89034
2022,3200147,Patagonia,Pública,27,27,2860.71990,-1.72962,376.82818,401.90857,399.15722,0.78486,52.40462,63.64081,64.13051
2022,3200059,Córdoba,Privada,32,32,791.11190,-0.00761,440.35497,470.85183,476.81426,0.67126,55.24813,71.87924,68.65689
2022,3200223,Patagonia,Pública,26,26,2524.30234,-1.19371,354.44502,412.22414,404.64290,0.76521,41.56175,58.07735,64.52285
2022,3200033,Buenos Aires,Pública,23,20,3568.62270,-1.71975,311.82016,313.70600,323.30012,1.01646,31.17070,56.62818,36.81566
2022,3200345,Mendoza,Pública,28,27,360.03354,-0.50389,365.92845,363.95597,388.80524,1.15769,39.08644,42.01683,47.69622
2022,3200454,CABA,Privada,29,29,368.26937,0.39102,439.76876,464.07257,461.73520,0.59240,55.71034,73.69368,54.24074
2022,3200312,NEA,Pública,19,19,1755.11782,-1.04125,352.49010,367.73467,396.58230,1.20688,50.65848,64.14447,52.10392
2022,3200095,CABA,Pública,31,31,509.45962,-1.16481,401.56131,424.41042,431.49063,1.03601,55.98786,69.72926,57.00877
2022,3200023,Buenos Aires,Pública,25,25,2542.92330,-1.54426,334.26377,361.42653,369.90959,0.77143,55.26423,79.83803,58.40947
2022,3200013,CABA,Pública,32,31,450.31636,-0.36983,412.37991,443.24944,449.24909,1.00654,69.87966,68.21873,78.40733
2022,3200189,CABA,Privada,32,30,519.00000,0.68728,512.34770,511.75018,517.75030,0.60418,61.51271,62.75177,70.38247
2022,3200430,Patagonia,Privada,27,24,2596.83384,0.08315,419.74448,471.13379,455.17451,0.70945,48.68377,66.36001,70.09831
2022,3200378,Mendoza,Pública,17,17,224.55736,-1.27171,314.89120,317.47529,341.94982,0.94110,35.71206,50.52553,53.06065
2022,3200114,CABA,Pública,30,30,462.21890,0.05376,431.54995,455.05098,453.24136,0.71901,64.70416,71.94200,72.31270
2022,3200129,CABA,Pública,31,30,472.54923,-0.84666,401.62536,449.68623,432.61067,0.98590,58.08001,69.94595,62.18372
2022,3200166,CABA,Pública,24,18,452.38191,-1.26028,327.49729,354.76433,359.07775,0.93534,42.09232,58.04962,54.10021
2022,3200090,Buenos Aires,Pública,34,34,2737.50030,-0.59659,360.53687,387.20188,378.93181,1.09605,67.42617,88.56750,86.17059
2022,3200395,Patagonia,Pública,30,30,2515.20184,-1.14185,341.97827,369.15722,363.30550,0.95328,44.56980,69.51503,55.63415
2022,3200112,NOA,Pública,33,33,3102.04236,-0.96649,348.37120,386.26609,381.25496,1.03931,47.20331,68.50038,67.32275
2022,3200250,Mendoza,Pública,33,33,271.73449,-1.14715,396.81920,420.78429,426.16846,0.92202,52.94014,67.13912,61.29086
2022,3200260,Córdoba,Pública,26,26,333.41508,-1.09584,391.10609,412.84046,413.19201,1.07902,57.43472,82.17636,61.97773
2022,3200315,Mendoza,Pública,32,32,355.02059,-1.01572,355.65122,366.67186,372.81006,0.97615,49.91939,71.84333,64.79237
2022,3200301,Buenos Aires,Pública,27,26,3405.53620,-1.03969,354.12230,399.23990,385.48542,0.79853,39.48567,67.40639,58.50800
2022,3200111,CABA,Pública,23,23,525.40576,-0.49989,372.66728,393.40877,411.34458,0.90453,47.30771,52.83287,60.29331
2022,3200377,Patagonia,Pública,33,30,3636.76630,-0.62207,399.94400,419.94306,430.12430,0.99283,63.78293,69.26944,79.98513
2022,3200064,Mendoza,Pública,32,32,323.79980,-0.11577,453.58949,465.32301,477.01443,0.84367,63.91277,56.10958,76.66083
2022,3200365,CABA,Privada,31,31,488.62853,0.86103,517.32111,521.46995,530.13992,0.68475,59.26206,68.11999,65.75750
2022,3200046,Mendoza,Pública,18,18,371.08566,0.15258,439.76693,490.58202,476.07902,0.99317,61.62194,58.67596,67.55862
2022,3200423,CABA,Privada,32,32,488.91228,0.67566,567.87315,570.33470,597.35454,0.58912,61.28902,61.76497,55.43409
2022,3200305,Santa Fe,Pública,34,34,2564.63122,0.55732,488.48094,525.75981,517.04762,0.70693,56.27922,59.68370,57.44650
2022,3200431,Patagonia,Pública,31,30,3776.01690,-0.54164,395.01234,403.06762,427.74383,0.86952,60.87921,76.19697,87.03693
2022,3200002,Córdoba,Privada,32,32,697.27678,0.85585,488.99254,535.05398,529.79312,0.43145,49.02679,64.38497,56.05235
2022,3200068,NOA,Privada,33,33,3151.72005,0.13144,405.44394,450.59797,440.07570,0.74097,45.40560,67.49673,77.27530
2022,3200413,Buenos Aires,Privada,31,31,2802.07790,-1.03085,380.91855,442.88055,428.90490,0.90201,65.69030,86.70678,70.91431
2022,3200313,Córdoba,Privada,24,24,947.16675,-0.79404,393.03635,407.75137,415.94615,1.02024,73.94596,81.89968,79.71199
2022,3200007,NEA,Pública,26,21,1318.89077,-1.29294,329.36420,357.68639,361.11517,0.88849,46.60794,64.64554,61.07423
2022,3200081,Córdoba,Pública,32,29,662.67932,-1.24037,366.44715,369.54813,379.64441,0.74343,47.53510,61.87021,58.03717
2022,3200196,Mendoza,Privada,34,34,371.41704,-0.38815,413.14410,441.02225,433.43887,0.92799,46.78675,58.09766,63.70733
2022,3200422,Mendoza,Pública,26,25,297.20734,-1.46801,336.23978,355.30390,354.48621,0.73194,46.24859,67.33679,65.10924
2022,3200083,Santa Fe,Pública,32,32,3554.30260,-1.25944,364.85648,384.39712,388.08630,0.83707,60.19733,87.98528,70.14245
2022,3200224,CABA,Pública,32,32,383.12893,0.50680,456.80923,481.61149,481.98178,0.60353,48.90419,73.20680,55.70053
2022,3200298,Mendoza,Pública,25,22,357.52948,-1.59781,330.75864,321.63313,341.71447,0.81028,26.66638,40.03537,39.86261
2022,3200334,NEA,Pública,30,30,3073.30833,-1.04160,368.91414,382.07016,396.43963,1.48535,45.42969,64.32583,50.95587
2022,3200124,CABA,Privada,30,27,397.76778,-1.76446,322.05505,348.41643,352.36469,0.85065,46.09906,68.64211,62.29157
2022,3200333,Buenos Aires,Pública,33,33,1830.02544,-0.99203,397.05980,421.19294,434.21222,0.91429,58.71097,66.30294,67.92562
2022,3200055,NOA,Pública,33,33,3662.72250,-1.21815,324.23048,345.73420,347.92873,1.31179,53.42048,60.58113,52.28548
2022,3200254,Buenos Aires,Pública,30,30,1645.72387,-1.22829,359.36595,405.00922,396.35554,0.81748,43.88498,61.34763,52.78694
2022,3200433,NOA,Pública,29,29,2357.84035,-1.24193,332.50270,339.81728,365.92751,1.52355,56.81615,88.14562,72.73505
2022,3200123,Córdoba,Privada,32,32,722.43916,-0.16945,430.04703,468.20164,461.86377,0.81135,52.99343,62.61380,53.58483
2022,3200371,Buenos Aires,Pública,21,21,2611.08630,-1.43638,305.58676,327.41891,330.65946,0.80859,29.92081,50.30335,37.03532
2022,3200194,Mendoza,Pública,34,34,378.65174,-0.33646,429.58805,447.90593,451.70161,1.04512,49.49736,64.35622,60.34032
2022,3200335,NOA,Privada,33,31,2602.90518,-1.13292,378.92073,426.11470,413.71442,0.92301,40.65524,69.64496,59.38573
2022,3200118,CABA,Privada,35,34,420.77061,0.10406,423.54126,464.90027,458.17360,0.95828,60.91508,74.54186,73.49316
2022,3200258,Córdoba,Pública,28,28,696.03654,-1.46571,340.56638,355.81740,368.32820,0.91945,52.36412,63.47604,69.97111
2022,3200015,Mendoza,Pública,21,0,334.79379,,351.59641,374.54031,373.37343,,34.93390,41.86145,40.14146
