CNTSCHID,n_stu,n_escs,w_sum,STRATUM_stu,REGION_stu,SUBNATIO_stu,escs_mean,math_mean,read_mean,scie_mean,CNT,STRATUM,SUBNATIO,REGION,SC001Q01TA,SC002Q01TA_P,SC002Q02TA_P,SC003Q01TA,SC013Q01TA,W_NRASCHBWT,region_label,stratum_label,school_type,community,class_size,grupo_geo,sector_final,sector_fuente
03200296,19,9,2354.080902031804,ARG03,3200,320000,-1.1449442499632614,314.3965679482029,375.3971704953641,325.9163924200138,ARG,ARG03,320000,3200,3.0,63.0,38.0,9.0,1.0,10.945156973,Rest of Country,"24 Depts Buenos Aires, Public",Public,Town (15-100k),>50,Buenos Aires,Pública,Cuestionario directivo
03200297,11,11,1528.7185749730943,ARG03,3200,320000,-0.5925772297754264,370.575798620918,387.951969370704,403.4286883932844,ARG,ARG03,320000,3200,4.0,49.0,51.0,9.0,1.0,87.265440734,Rest of Country,"24 Depts Buenos Aires, Public",Public,City (100k-1M),>50,Buenos Aires,Pública,Cuestionario directivo
03200298,27,16,340.45058903609845,ARG19,3203,320300,-1.354165277691061,328.86941407585266,360.5381904268205,362.0512103701233,ARG,ARG19,320300,3203,3.0,43.0,57.0,4.0,1.0,6.0383279412,Mendoza,"Mendoza, Public",Public,Town (15-100k),26-30,Resto del país,Pública,Cuestionario directivo
03200299,29,23,350.0209104473953,ARG19,3203,320300,-1.3117549105271311,332.3450764498695,335.43191815171446,362.819249828143,ARG,ARG19,320300,3203,2.0,47.0,53.0,,1.0,3.2587801587,Mendoza,"Mendoza, Public",Public,Small town (3-15k),No response,Resto del país,Pública,Cuestionario directivo
03200300,28,0,3468.204173179589,ARG04,3200,320000,,362.20177327361097,419.54199118994336,360.17022864313515,ARG,ARG04,320000,3200,4.0,50.0,50.0,9.0,2.0,27.024856954,Rest of Country,"24 Depts Buenos Aires, Private",Private,City (100k-1M),>50,Buenos Aires,Privada,Cuestionario directivo
03200301,29,27,2363.278726607446,ARG15,3200,320000,-0.5995317426215836,394.0207859048632,402.8200283198336,430.607245294317,ARG,ARG15,320000,3200,4.0,50.0,50.0,9.0,2.0,45.465357143,Rest of Country,"Cuyo, Public",Private,City (100k-1M),>50,Resto del país,Privada,Cuestionario directivo
03200302,33,32,430.5888647208328,ARG07,3202,320200,-0.2858345973051978,442.7078283388604,450.8172670493424,485.96993971520334,ARG,ARG07,320200,3202,3.0,59.0,41.0,4.0,1.0,11.109829231,Cordoba,"Cordoba, Public",Public,Town (15-100k),26-30,Córdoba,Pública,Cuestionario directivo
03200303,31,0,929.7278668108504,ARG07,3202,320200,,337.39039053511186,373.14772190807423,367.9624353422884,ARG,ARG07,320200,3202,,,,,,24.12113372,Cordoba,"Cordoba, Public",No response,No response,No response,Córdoba,Pública,Estrato muestral (imputado)
03200304,34,33,711.4503618184804,ARG08,3202,320200,0.1281497166517571,414.5770196695551,453.439586879742,469.60315077430886,ARG,ARG08,320200,3202,5.0,48.0,52.0,6.0,2.0,6.8479369369,Cordoba,"Cordoba, Private",Private,Large city (1-10M),36-40,Córdoba,Privada,Cuestionario directivo
03200305,33,33,373.0651525714285,ARG19,3203,320300,-0.3127755806882931,402.7739569721212,425.7736074778787,440.4775855636362,ARG,ARG19,320300,3203,5.0,36.0,64.0,5.0,1.0,3.7327845455,Mendoza,"Mendoza, Public",Public,Large city (1-10M),31-35,Resto del país,Pública,Cuestionario directivo
03200306,11,9,1959.347916271906,ARG11,3200,320000,-0.9979802839158178,334.0101544133332,342.5559101083239,368.6301438665096,ARG,ARG11,320000,3200,3.0,53.0,47.0,2.0,1.0,167.64897714,Rest of Country,"NEA, Public",Public,Town (15-100k),16-20,Resto del país,Pública,Cuestionario directivo
03200307,11,11,919.1362328347652,ARG09,3200,320000,-1.4303954324203758,354.52419212490634,364.64724636319966,338.87946276001355,ARG,ARG09,320000,3200,2.0,57.0,43.0,4.0,1.0,79.972931429,Rest of Country,"Santa Fe, Public",Public,Small town (3-15k),26-30,Santa Fe,Pública,Cuestionario directivo
03200308,30,29,3737.537260235108,ARG04,3200,320000,-0.4865594304166261,444.09373142074855,461.5970877766741,471.9386309319863,ARG,ARG04,320000,3200,3.0,47.0,53.0,9.0,2.0,35.249813419,Rest of Country,"24 Depts Buenos Aires, Private",Private,Town (15-100k),>50,Buenos Aires,Privada,Cuestionario directivo
03200309,30,23,2962.250157189217,ARG03,3200,320000,-1.3894694476315683,297.8238149132373,324.82806324902,312.1692497561089,ARG,ARG03,320000,3200,3.0,56.0,44.0,9.0,1.0,27.362892434,Rest of Country,"24 Depts Buenos Aires, Public",Public,Town (15-100k),>50,Buenos Aires,Pública,Cuestionario directivo
03200310,32,31,674.2247812135016,ARG07,3202,320200,-0.9764819397378508,365.7820344378353,408.7074941537815,403.2543971636751,ARG,ARG07,320200,3202,4.0,47.0,53.0,1.0,1.0,7.7964703388,Cordoba,"Cordoba, Public",Public,City (100k-1M),≤15,Córdoba,Pública,Cuestionario directivo
03200311,29,25,1196.8422196231843,ARG15,3200,320000,-1.3471120662949363,296.76333647453765,320.0434675985861,343.0541306322769,ARG,ARG15,320000,3200,4.0,45.0,55.0,9.0,1.0,31.82575,Rest of Country,"Cuyo, Public",Public,City (100k-1M),>50,Resto del país,Pública,Cuestionario directivo
03200312,29,29,400.50866079687154,ARG01,3201,320100,0.0188281430498903,448.682429221277,487.2257605660181,487.1554003304826,ARG,ARG01,320100,3201,5.0,52.0,48.0,9.0,1.0,1.2395710784,CABA,"CABA, Public",Public,Large city (1-10M),>50,CABA,Pública,Cuestionario directivo
03200313,31,29,857.080459411295,ARG07,3202,320200,-0.4234539553718917,392.3835129839498,424.3330864692825,424.571951735621,ARG,ARG07,320200,3202,3.0,50.0,50.0,9.0,1.0,7.221389,Cordoba,"Cordoba, Public",Public,Town (15-100k),>50,Córdoba,Pública,Cuestionario directivo
03200314,7,6,173.80523316578777,ARG07,3202,320200,-1.932170653506188,376.3574586189524,371.8876630316561,406.930593535143,ARG,ARG07,320200,3202,6.0,49.0,51.0,4.0,1.0,21.830116949,Cordoba,"Cordoba, Public",Public,Megacity (>10M),26-30,Córdoba,Pública,Cuestionario directivo
03200315,22,17,322.2739725905198,ARG19,3203,320300,-1.3631724972801282,354.4734282070514,380.2738600022666,374.5515530006965,ARG,ARG19,320300,3203,1.0,53.0,47.0,3.0,1.0,11.731608571,Mendoza,"Mendoza, Public",Public,Village/rural (<3k),21-25,Resto del país,Pública,Cuestionario directivo
03200316,31,28,360.9972788669406,ARG19,3203,320300,-0.6224591393959973,413.5731518839749,427.82581637575714,462.66163261914096,ARG,ARG19,320300,3203,,,,,,3.3656254098,Mendoza,"Mendoza, Public",No response,No response,No response,Resto del país,Pública,Estrato muestral (imputado)
03200317,30,27,351.53026152149334,ARG01,3201,320100,-0.1544862811945583,398.65656385193984,431.6415202679474,463.34137143636025,ARG,ARG01,320100,3201,5.0,18.0,82.0,9.0,1.0,6.0207738095,CABA,"CABA, Public",Public,Large city (1-10M),>50,CABA,Pública,Cuestionario directivo
03200318,26,23,340.10353264366523,ARG19,3203,320300,-0.6511337864167378,319.82488935837654,316.6344666030378,334.5263573046696,ARG,ARG19,320300,3203,,,,,,8.212126,Mendoza,"Mendoza, Public",No response,No response,No response,Resto del país,Pública,Estrato muestral (imputado)
03200319,33,32,2466.636413725489,ARG14,3200,320000,-0.4468190286644315,383.2781327326219,407.0790413552941,430.0923377576639,ARG,ARG14,320000,3200,4.0,52.0,48.0,8.0,2.0,66.66584902,Rest of Country,"NOA, Private",Private,City (100k-1M),46-50,Resto del país,Privada,Cuestionario directivo
03200320,32,30,518.8462707805656,ARG01,3201,320100,-0.1627105866275681,392.5429950518544,411.94301736596674,440.8692419009964,ARG,ARG01,320100,3201,5.0,42.0,58.0,3.0,1.0,3.8903461538,CABA,"CABA, Public",Public,Large city (1-10M),21-25,CABA,Pública,Cuestionario directivo
03200321,32,10,2923.3115384615385,ARG10,3200,320000,0.3053411351885299,363.6778011795489,380.4371499453383,408.0025283725263,ARG,ARG10,320000,3200,3.0,45.0,55.0,9.0,2.0,50.401923077,Rest of Country,"Santa Fe, Private",Private,Town (15-100k),>50,Santa Fe,Privada,Cuestionario directivo
03200322,34,34,764.5897730938516,ARG08,3202,320200,-0.4396203858109183,418.4077009340334,462.6621075835079,471.4436964420446,ARG,ARG08,320200,3202,5.0,46.0,54.0,7.0,2.0,3.7079073171,Cordoba,"Cordoba, Private",Private,Large city (1-10M),41-45,Córdoba,Privada,Cuestionario directivo
03200323,34,33,852.6574695652173,ARG08,3202,320200,0.1331000734304029,475.2102914809184,493.2085155443673,536.3129935660205,ARG,ARG08,320200,3202,4.0,54.0,46.0,5.0,2.0,6.6097478261,Cordoba,"Cordoba, Private",Private,City (100k-1M),31-35,Córdoba,Privada,Cuestionario directivo
03200324,23,19,498.7716764685203,ARG07,3202,320200,-1.0021680749850546,378.29478814107176,419.22046267660807,417.8757846230045,ARG,ARG07,320200,3202,1.0,45.0,55.0,4.0,1.0,20.63254,Cordoba,"Cordoba, Public",Public,Village/rural (<3k),26-30,Córdoba,Pública,Cuestionario directivo
03200325,17,12,1748.6903692194603,ARG03,3200,320000,-1.0453712741421652,279.4425486186612,307.19238861562064,290.245477903614,ARG,ARG03,320000,3200,2.0,48.0,52.0,9.0,1.0,52.931496839,Rest of Country,"24 Depts Buenos Aires, Public",Public,Small town (3-15k),>50,Buenos Aires,Pública,Cuestionario directivo
03200326,15,6,2049.6381234957585,ARG03,3200,320000,-0.6810206666514103,352.7171621942324,382.0013790771646,365.488517999356,ARG,ARG03,320000,3200,4.0,53.0,47.0,6.0,1.0,92.252037347,Rest of Country,"24 Depts Buenos Aires, Public",Public,City (100k-1M),36-40,Buenos Aires,Pública,Cuestionario directivo
03200327,34,33,661.6742853904295,ARG02,3201,320100,0.4529301005397217,455.1619985255853,451.6991918123037,495.1067427411723,ARG,ARG02,320100,3201,6.0,41.0,59.0,9.0,2.0,13.958672222,CABA,"CABA, Private",Private,Megacity (>10M),>50,CABA,Privada,Cuestionario directivo
03200328,18,17,315.7365978159537,ARG19,3203,320300,-0.7873627829524761,346.17956404328345,368.374660280688,386.02238065805466,ARG,ARG19,320300,3203,4.0,44.0,56.0,9.0,1.0,2.022691133,Mendoza,"Mendoza, Public",Public,City (100k-1M),>50,Resto del país,Pública,Cuestionario directivo
03200329,34,34,1765.5418822647168,ARG16,3200,320000,0.3380598184936859,435.7080547524689,473.1832563096306,475.62537618122985,ARG,ARG16,320000,3200,4.0,46.0,54.0,4.0,2.0,33.470238095,Rest of Country,"Cuyo, Private",Private,City (100k-1M),26-30,Resto del país,Privada,Cuestionario directivo
03200330,17,10,2271.4109692596708,ARG05,3200,320000,-1.0031718829195926,315.7019110638338,340.8351824995394,311.7336378361445,ARG,ARG05,320000,3200,1.0,53.0,47.0,3.0,1.0,109.54279277,Rest of Country,"Rest of Buenos Aires, Public",Public,Village/rural (<3k),21-25,Buenos Aires,Pública,Cuestionario directivo
03200331,29,26,4290.330791000963,ARG17,3200,320000,-0.8173590449687455,410.85800514612464,427.0083877974138,440.60042959005824,ARG,ARG17,320000,3200,3.0,70.0,30.0,9.0,1.0,37.447888608,Rest of Country,"Patagonia, Public",Public,Town (15-100k),>50,Resto del país,Pública,Cuestionario directivo
03200332,30,27,435.1176550411601,ARG19,3203,320300,-0.9730460498210888,342.8448454843175,345.52223052943145,372.2584513391636,ARG,ARG19,320300,3203,,,,,,5.7831873239,Mendoza,"Mendoza, Public",No response,No response,No response,Resto del país,Pública,Estrato muestral (imputado)
03200333,33,30,690.5276556074406,ARG08,3202,320200,0.6198882714407489,441.2861578582356,459.4070362478179,468.23329604322737,ARG,ARG08,320200,3202,5.0,50.0,50.0,5.0,2.0,12.260016129,Cordoba,"Cordoba, Private",Private,Large city (1-10M),31-35,Córdoba,Privada,Cuestionario directivo
03200334,26,20,4771.0747814591,ARG05,3200,320000,-0.5429748419689883,376.6866192671404,395.64570403197456,397.1966849242296,ARG,ARG05,320000,3200,3.0,71.0,29.0,5.0,1.0,20.612891112,Rest of Country,"Rest of Buenos Aires, Public",Public,Town (15-100k),31-35,Buenos Aires,Pública,Cuestionario directivo
03200335,28,18,374.2889903601584,ARG19,3203,320300,-1.1736290921216312,307.64372156123414,306.7718414656228,339.94925249140493,ARG,ARG19,320300,3203,2.0,58.0,42.0,5.0,1.0,11.731608571,Mendoza,"Mendoza, Public",Public,Small town (3-15k),31-35,Resto del país,Pública,Cuestionario directivo
03200336,28,27,569.342010168775,ARG07,3202,320200,-1.047752003432764,370.3845428444635,384.5270074811496,401.2384411474189,ARG,ARG07,320200,3202,3.0,48.0,52.0,9.0,1.0,4.599610828,Cordoba,"Cordoba, Public",Public,Town (15-100k),>50,Córdoba,Pública,Cuestionario directivo
03200337,34,33,543.139092544131,ARG02,3201,320100,1.0510910921613494,461.2549927253722,453.155386466671,482.6172217835748,ARG,ARG02,320100,3201,5.0,53.0,47.0,9.0,2.0,11.686330233,CABA,"CABA, Private",Private,Large city (1-10M),>50,CABA,Privada,Cuestionario directivo
03200338,20,18,2030.6906479277663,ARG04,3200,320000,-0.4489081290465798,345.9928701834999,378.4278253442812,362.6220815338663,ARG,ARG04,320000,3200,4.0,44.0,56.0,6.0,2.0,92.656652414,Rest of Country,"24 Depts Buenos Aires, Private",Private,City (100k-1M),36-40,Buenos Aires,Privada,Cuestionario directivo
03200339,12,12,1805.599156768437,ARG03,3200,320000,-1.059182556917049,359.8246102017131,394.53066831590456,395.433305469352,ARG,ARG03,320000,3200,4.0,49.0,51.0,9.0,1.0,33.987592707,Rest of Country,"24 Depts Buenos Aires, Public",Public,City (100k-1M),>50,Buenos Aires,Pública,Cuestionario directivo
03200340,24,24,2220.674357947794,ARG17,3200,320000,-0.9594382680833914,376.4221206207925,381.38031628854606,379.03175052578274,ARG,ARG17,320000,3200,2.0,45.0,55.0,9.0,1.0,49.930518144,Rest of Country,"Patagonia, Public",Public,Small town (3-15k),>50,Resto del país,Pública,Cuestionario directivo
03200341,18,17,1316.1506046243098,ARG11,3200,320000,-0.3250843859423915,329.30935615347664,346.4744742319197,360.99028214485327,ARG,ARG11,320000,3200,1.0,38.0,62.0,9.0,1.0,68.229234884,Rest of Country,"NEA, Public",Public,Village/rural (<3k),>50,Resto del país,Pública,Cuestionario directivo
03200342,33,31,440.3485600669285,ARG19,3203,320300,-0.0515354096045578,399.5111579432004,414.7094039155037,436.55215369233537,ARG,ARG19,320300,3203,4.0,30.0,70.0,9.0,1.0,2.1725201058,Mendoza,"Mendoza, Public",Public,City (100k-1M),>50,Resto del país,Pública,Cuestionario directivo
03200343,35,30,3336.859136022401,ARG11,3200,320000,-0.4123368991661402,343.8761189927397,391.3614958633951,373.81369491933737,ARG,ARG11,320000,3200,4.0,37.0,63.0,9.0,1.0,18.106892566,Rest of Country,"NEA, Public",Public,City (100k-1M),>50,Resto del país,Pública,Cuestionario directivo
03200344,28,27,4100.74820344633,ARG11,3200,320000,-1.510738596590124,287.6518014186576,333.09759916509927,283.47061051420565,ARG,ARG11,320000,3200,3.0,49.0,51.0,9.0,1.0,38.207204498,Rest of Country,"NEA, Public",Public,Town (15-100k),>50,Resto del país,Pública,Cuestionario directivo
03200345,31,29,513.2456460894449,ARG01,3201,320100,-0.5740989348413221,463.0506108728509,472.0377665277829,492.457501092462,ARG,ARG01,320100,3201,6.0,87.0,13.0,9.0,1.0,3.2213057325,CABA,"CABA, Public",Public,Megacity (>10M),>50,CABA,Pública,Cuestionario directivo
03200346,27,26,1955.467450504613,ARG09,3200,320000,-0.8251185134192652,333.7615347407228,338.01280365769816,349.3046147676937,ARG,ARG09,320000,3200,2.0,,,9.0,1.0,69.976315,Rest of Country,"Santa Fe, Public",Public,Small town (3-15k),>50,Santa Fe,Pública,Cuestionario directivo
03200347,34,32,554.3103973810415,ARG02,3201,320100,0.3266349874009941,470.0251230705208,478.7768717249161,516.3382807653625,ARG,ARG02,320100,3201,,,,,,7.976384127,CABA,"CABA, Private",No response,No response,No response,CABA,Privada,Estrato muestral (imputado)
03200348,22,22,326.2743670545558,ARG02,3201,320100,0.7755516381576849,544.2097200188266,546.5501371804087,579.0323797522148,ARG,ARG02,320100,3201,5.0,38.0,63.0,8.0,2.0,14.357491429,CABA,"CABA, Private",Private,Large city (1-10M),46-50,CABA,Privada,Cuestionario directivo
03200349,32,28,441.7340237131631,ARG02,3201,320100,0.4944389821252535,432.9000388516685,446.0548945528733,474.2642547256879,ARG,ARG02,320100,3201,6.0,49.0,51.0,4.0,2.0,8.1050354839,CABA,"CABA, Private",Private,Megacity (>10M),26-30,CABA,Privada,Cuestionario directivo
03200350,34,32,339.86865920471047,ARG20,3203,320300,0.0526454344179541,410.76744624288233,429.3108378632902,444.91404174858656,ARG,ARG20,320300,3203,,,,,,6.86875,Mendoza,"Mendoza, Private",No response,No response,No response,Resto del país,Privada,Estrato muestral (imputado)
03200351,20,17,2235.3884076306244,ARG13,3200,320000,-0.689161580358781,367.32921482294313,357.1162739464004,393.84210057202006,ARG,ARG13,320000,3200,3.0,51.0,49.0,8.0,1.0,26.572379837,Rest of Country,"NOA, Public",Public,Town (15-100k),46-50,Resto del país,Pública,Cuestionario directivo
03200352,32,31,457.7523798651649,ARG19,3203,320300,-1.0408821189843915,318.32934785765104,321.7135231054948,341.62853916411007,ARG,ARG19,320300,3203,,,,,,6.5175603175,Mendoza,"Mendoza, Public",No response,No response,No response,Resto del país,Pública,Estrato muestral (imputado)
03200353,35,34,591.8172713523503,ARG07,3202,320200,-0.0531711744195881,419.2869124808798,442.67206363060905,478.4225876118505,ARG,ARG07,320200,3202,5.0,59.0,41.0,9.0,1.0,8.9888716847,Cordoba,"Cordoba, Public",Public,Large city (1-10M),>50,Córdoba,Pública,Cuestionario directivo
03200354,32,32,470.22326673912175,ARG02,3201,320100,0.6350423274696504,458.5010128792055,471.552559753817,486.8924525889816,ARG,ARG02,320100,3201,,,,,,3.6949426471,CABA,"CABA, Private",No response,No response,No response,CABA,Privada,Estrato muestral (imputado)
03200355,31,27,474.6925985641674,ARG02,3201,320100,-0.6610354991441293,409.5766995722435,426.2073323566442,438.4930138224282,ARG,ARG02,320100,3201,5.0,44.0,56.0,9.0,2.0,2.8714982857,CABA,"CABA, Private",Private,Large city (1-10M),>50,CABA,Privada,Cuestionario directivo
03200356,30,28,299.1514670648064,ARG01,3201,320100,-0.6341616102963415,365.8976463489772,394.7070651376001,397.7062779811473,ARG,ARG01,320100,3201,,,,,,4.0138492063,CABA,"CABA, Public",No response,No response,No response,CABA,Pública,Estrato muestral (imputado)
03200357,35,33,532.0717411764707,ARG02,3201,320100,-0.4369570253198285,447.4215115791429,461.2976194177142,480.3810946625714,ARG,ARG02,320100,3201,5.0,40.0,60.0,4.0,2.0,9.8531803922,CABA,"CABA, Private",Private,Large city (1-10M),26-30,CABA,Privada,Cuestionario directivo
03200358,30,22,3076.0922365570577,ARG03,3200,320000,-1.394334713467901,335.5846425937777,350.1701927218454,358.8921917362046,ARG,ARG03,320000,3200,,,,,,19.6879348,Rest of Country,"24 Depts Buenos Aires, Public",No response,No response,No response,Buenos Aires,Pública,Estrato muestral (imputado)
03200359,31,31,347.45560627251075,ARG19,3203,320300,-0.5799393900286189,362.46658979243983,370.8164238045997,398.2426281244979,ARG,ARG19,320300,3203,2.0,57.0,43.0,5.0,1.0,4.8306623529,Mendoza,"Mendoza, Public",Public,Small town (3-15k),31-35,Resto del país,Pública,Cuestionario directivo
03200360,33,30,502.2285714285715,ARG02,3201,320100,0.9497875869546996,512.5235072197231,488.51568846586497,534.1591735271107,ARG,ARG02,320100,3201,5.0,58.0,42.0,9.0,2.0,1.0,CABA,"CABA, Private",Private,Large city (1-10M),>50,CABA,Privada,Cuestionario directivo
03200361,30,30,2605.080810523061,ARG09,3200,320000,0.523965166971147,575.9815866919356,540.9453572992654,611.6481127643973,ARG,ARG09,320000,3200,5.0,63.0,37.0,5.0,1.0,12.7810621,Rest of Country,"Santa Fe, Public",Public,Large city (1-10M),31-35,Santa Fe,Pública,Cuestionario directivo
03200362,29,24,555.7041052618631,ARG07,3202,320200,-0.8346102904679127,388.6990708725054,402.7405440655083,437.1920542894295,ARG,ARG07,320200,3202,2.0,69.0,31.0,6.0,1.0,12.8953375,Cordoba,"Cordoba, Public",Public,Small town (3-15k),36-40,Córdoba,Pública,Cuestionario directivo
03200363,22,21,494.76465901749503,ARG07,3202,320200,-0.6052186225973568,426.8480098320368,425.0977887517517,462.5293436566295,ARG,ARG07,320200,3202,1.0,48.0,52.0,4.0,1.0,20.63254,Cordoba,"Cordoba, Public",Public,Village/rural (<3k),26-30,Córdoba,Pública,Cuestionario directivo
03200364,29,28,2658.7774480601643,ARG13,3200,320000,-0.5319855714338305,349.61740140618303,390.00864292183104,368.3049271256717,ARG,ARG13,320000,3200,4.0,44.0,56.0,9.0,1.0,8.6218892023,Rest of Country,"NOA, Public",Public,City (100k-1M),>50,Resto del país,Pública,Cuestionario directivo
03200365,26,22,3176.715587039412,ARG03,3200,320000,-1.1773046246213703,366.7144932754604,392.7943850625305,391.3292755688109,ARG,ARG03,320000,3200,4.0,47.0,53.0,9.0,1.0,23.397255849,Rest of Country,"24 Depts Buenos Aires, Public",Public,City (100k-1M),>50,Buenos Aires,Pública,Cuestionario directivo
03200366,18,15,2191.114145759243,ARG04,3200,320000,0.7740642092739887,402.9343230566461,435.7192832880393,406.4240132162546,ARG,ARG04,320000,3200,4.0,42.0,58.0,9.0,2.0,46.328326207,Rest of Country,"24 Depts Buenos Aires, Private",Private,City (100k-1M),>50,Buenos Aires,Privada,Cuestionario directivo
03200367,33,32,617.4637982749798,ARG01,3201,320100,-0.3696301384452393,439.9124492499137,466.9889590619642,477.31291714178286,ARG,ARG01,320100,3201,5.0,69.0,31.0,5.0,1.0,1.9451730769,CABA,"CABA, Public",Public,Large city (1-10M),31-35,CABA,Pública,Cuestionario directivo
03200368,34,33,729.9517100450328,ARG07,3202,320200,-0.2117873185394884,435.193834028176,485.1763498628482,492.6920810688116,ARG,ARG07,320200,3202,5.0,28.0,72.0,5.0,1.0,13.643823093,Cordoba,"Cordoba, Public",Public,Large city (1-10M),31-35,Córdoba,Pública,Cuestionario directivo
03200369,16,14,523.9228539760179,ARG07,3202,320200,-0.9676668164298744,324.2814485534521,334.85675868113594,356.01809185752245,ARG,ARG07,320200,3202,2.0,53.0,47.0,5.0,1.0,20.63254,Cordoba,"Cordoba, Public",Public,Small town (3-15k),31-35,Córdoba,Pública,Cuestionario directivo
03200370,31,29,789.5353783355666,ARG08,3202,320200,-0.0336605779677805,409.5134479414221,442.2513221320357,453.0614496608313,ARG,ARG08,320200,3202,5.0,43.0,57.0,5.0,2.0,21.717742857,Cordoba,"Cordoba, Private",Private,Large city (1-10M),31-35,Córdoba,Privada,Cuestionario directivo
03200371,23,13,2158.1797137783683,ARG17,3200,320000,-1.2942792500802387,341.9480973746266,385.19667740627193,357.0709471230569,ARG,ARG17,320000,3200,6.0,40.0,60.0,9.0,1.0,24.197097255,Rest of Country,"Patagonia, Public",Public,Megacity (>10M),>50,Resto del país,Pública,Cuestionario directivo
03200372,32,32,369.1047189321567,ARG19,3203,320300,0.2941645923079367,493.4135688197808,514.243113346173,515.2992138223647,ARG,ARG19,320300,3203,,,,,,4.0654089109,Mendoza,"Mendoza, Public",No response,No response,No response,Resto del país,Pública,Estrato muestral (imputado)
03200373,8,3,251.26927590727288,ARG19,3203,320300,-0.8224135561487709,254.6170027475,264.813800645,247.11727616125,ARG,ARG19,320300,3203,1.0,43.0,57.0,9.0,1.0,23.463217143,Mendoza,"Mendoza, Public",Public,Village/rural (<3k),>50,Resto del país,Pública,Cuestionario directivo
03200374,30,28,3402.7412883159395,ARG13,3200,320000,-0.947085163703695,330.1111612509234,375.7251741554331,362.70088516814127,ARG,ARG13,320000,3200,5.0,47.0,53.0,4.0,1.0,29.205678739,Rest of Country,"NOA, Public",Public,Large city (1-10M),26-30,Resto del país,Pública,Cuestionario directivo
03200375,18,0,917.6934721084448,ARG07,3202,320200,,357.13051738745486,378.4250613399112,410.7095882459311,ARG,ARG07,320200,3202,1.0,58.0,42.0,2.0,1.0,48.24226744,Cordoba,"Cordoba, Public",Public,Village/rural (<3k),16-20,Córdoba,Pública,Cuestionario directivo
03200376,3,2,126.94324356007633,ARG07,3202,320200,-1.1840670141451135,333.78047138,372.43889654,346.71383107,ARG,ARG07,320200,3202,1.0,50.0,50.0,1.0,1.0,41.26508,Cordoba,"Cordoba, Public",Public,Village/rural (<3k),≤15,Córdoba,Pública,Cuestionario directivo
03200377,32,0,682.9852981647982,ARG07,3202,320200,,350.9607243263282,378.0120173187867,381.4988171596624,ARG,ARG07,320200,3202,5.0,49.0,51.0,9.0,1.0,3.7090004524,Cordoba,"Cordoba, Public",Public,Large city (1-10M),>50,Córdoba,Pública,Cuestionario directivo
03200378,30,29,405.8342465753426,ARG20,3203,320300,-0.3399203859589947,371.5018466739999,395.22458608466656,392.04324867666656,ARG,ARG20,320300,3203,4.0,47.0,53.0,9.0,2.0,5.6455479452,Mendoza,"Mendoza, Private",Private,City (100k-1M),>50,Resto del país,Privada,Cuestionario directivo
03200379,16,15,376.85430242435046,ARG07,3202,320200,-1.4460171729576416,383.2394237583311,402.8940462462299,422.82234226290063,ARG,ARG07,320200,3202,1.0,45.0,55.0,2.0,1.0,20.63254,Cordoba,"Cordoba, Public",Public,Village/rural (<3k),16-20,Córdoba,Pública,Cuestionario directivo
03200380,19,9,2489.616532225816,ARG11,3200,320000,-1.2662002673097474,338.1861247312836,349.0682584310166,364.8056744535209,ARG,ARG11,320000,3200,3.0,53.0,47.0,9.0,1.0,118.98815115,Rest of Country,"NEA, Public",Public,Town (15-100k),>50,Resto del país,Pública,Cuestionario directivo
03200381,17,16,3583.698068016497,ARG06,3200,320000,-0.4257194798787292,366.45089980861263,393.5461666196944,415.1958005162702,ARG,ARG06,320000,3200,4.0,49.0,51.0,7.0,2.0,114.29674536,Rest of Country,"Rest of Buenos Aires, Private",Private,City (100k-1M),41-45,Buenos Aires,Privada,Cuestionario directivo
03200382,27,27,1770.1106520613116,ARG17,3200,320000,-0.4841852403603999,426.7732412062825,457.7619250992927,450.5576612455114,ARG,ARG17,320000,3200,4.0,56.0,44.0,9.0,1.0,31.456226431,Rest of Country,"Patagonia, Public",Public,City (100k-1M),>50,Resto del país,Pública,Cuestionario directivo
03200383,26,19,572.2164514795418,ARG07,3202,320200,-1.5768494275074525,294.98531485952765,315.2496747528897,309.90354773324634,ARG,ARG07,320200,3202,2.0,43.0,57.0,9.0,1.0,20.106686663,Cordoba,"Cordoba, Public",Public,Small town (3-15k),>50,Córdoba,Pública,Cuestionario directivo
03200384,24,19,288.8454275192364,ARG01,3201,320100,-0.9258157327377764,333.98861483222606,364.77262138575855,358.89507324662344,ARG,ARG01,320100,3201,5.0,48.0,52.0,3.0,1.0,3.5121180556,CABA,"CABA, Public",Public,Large city (1-10M),21-25,CABA,Pública,Cuestionario directivo
03200385,35,35,495.8415246536274,ARG02,3201,320100,0.7818001215282611,479.1893293688366,490.10227867456297,504.172247484992,ARG,ARG02,320100,3201,5.0,43.0,57.0,3.0,2.0,10.25535102,CABA,"CABA, Private",Private,Large city (1-10M),21-25,CABA,Privada,Cuestionario directivo
03200386,18,15,2292.466149703504,ARG06,3200,320000,-0.5533404770789963,350.42480171166665,350.4225819933333,374.4403993933333,ARG,ARG06,320000,3200,4.0,100.0,0.0,3.0,2.0,127.35923054,Rest of Country,"Rest of Buenos Aires, Private",Private,City (100k-1M),21-25,Buenos Aires,Privada,Cuestionario directivo
