CNTSCHID,n_stu,n_escs,w_sum,STRATUM_stu,REGION_stu,SUBNATIO_stu,escs_mean,math_mean,read_mean,scie_mean,CNT,STRATUM,SUBNATIO,REGION,SC001Q01TA,SC002Q01TA_P,SC002Q02TA_P,SC003Q01TA,SC013Q01TA,W_NRASCHBWT,region_label,stratum_label,school_type,community,class_size,grupo_geo,sector_final,sector_fuente
03200001,33,32,356.11791187386893,ARG01,3201,320100,-1.1753009695151984,361.6057140335499,383.7303273379141,385.01190110789946,ARG,ARG01,320100,3201,5.0,52.0,48.0,9.0,1.0,3.1412732919,CABA,"CABA, Public",Public,Large city (1-10M),>50,CABA,Pública,Cuestionario directivo
03200002,24,21,2667.80832835106,ARG03,3200,320000,-1.0307324039636925,331.0659910307853,340.3334880440003,341.8064260263093,ARG,ARG03,320000,3200,3.0,54.0,46.0,9.0,1.0,28.573639886,Rest of Country,"24 Depts Buenos Aires, Public",Public,Town (15-100k),>50,Buenos Aires,Pública,Cuestionario directivo
03200003,30,29,438.0305768801225,ARG20,3203,320300,0.1298959988854065,440.39489309374295,473.1512287580355,475.109986627569,ARG,ARG20,320300,3203,4.0,47.0,53.0,9.0,2.0,3.434375,Mendoza,"Mendoza, Private",Private,City (100k-1M),>50,Resto del país,Privada,Cuestionario directivo
03200004,32,31,527.6199094402106,ARG02,3201,320100,0.0776399688031108,433.8270631104557,459.08813323933447,478.5382154593691,ARG,ARG02,320100,3201,5.0,40.0,60.0,6.0,2.0,9.1365854545,CABA,"CABA, Private",Private,Large city (1-10M),36-40,CABA,Privada,Cuestionario directivo
03200005,30,29,431.8921512831126,ARG20,3203,320300,0.2688535778801013,406.7042050727091,418.9498220099702,446.6687353528305,ARG,ARG20,320300,3203,,,,,,9.8125,Mendoza,"Mendoza, Private",No response,No response,No response,Resto del país,Privada,Estrato muestral (imputado)
03200006,11,11,484.4239163726048,ARG08,3202,320200,0.1209875655854617,465.3817637936401,490.7398131607978,506.3440046255287,ARG,ARG08,320200,3202,1.0,62.0,38.0,4.0,2.0,43.435485714,Cordoba,"Cordoba, Private",Private,Village/rural (<3k),26-30,Córdoba,Privada,Cuestionario directivo
03200007,26,23,3319.8706499785326,ARG03,3200,320000,-1.4640227261549896,348.8239613645173,375.5969304889589,377.4449819999949,ARG,ARG03,320000,3200,3.0,53.0,47.0,9.0,1.0,15.230289185,Rest of Country,"24 Depts Buenos Aires, Public",Public,Town (15-100k),>50,Buenos Aires,Pública,Cuestionario directivo
03200008,31,29,472.7015676110949,ARG07,3202,320200,-0.4122525676189914,389.6370002464517,429.08208858354845,436.92899221419367,ARG,ARG07,320200,3202,3.0,61.0,39.0,6.0,1.0,3.2528779279,Cordoba,"Cordoba, Public",Public,Town (15-100k),36-40,Córdoba,Pública,Cuestionario directivo
03200009,28,16,469.5979624611457,ARG01,3201,320100,-1.554511536700785,278.2115071326324,293.1981185317759,302.28081027675915,ARG,ARG01,320100,3201,5.0,60.0,40.0,3.0,1.0,14.048472222,CABA,"CABA, Public",Public,Large city (1-10M),21-25,CABA,Pública,Cuestionario directivo
03200010,28,28,4257.244626304245,ARG05,3200,320000,-0.4954318801600376,299.69318894539515,350.25770577249875,288.1432939266486,ARG,ARG05,320000,3200,4.0,48.0,52.0,9.0,1.0,59.906214795,Rest of Country,"Rest of Buenos Aires, Public",Public,City (100k-1M),>50,Buenos Aires,Pública,Cuestionario directivo
03200011,24,22,2562.660599933829,ARG11,3200,320000,-1.3956774036814426,326.094059024991,336.42777769988703,365.1025649993997,ARG,ARG11,320000,3200,3.0,40.0,60.0,9.0,1.0,83.824488571,Rest of Country,"NEA, Public",Public,Town (15-100k),>50,Resto del país,Pública,Cuestionario directivo
03200012,27,26,722.6245515856833,ARG07,3202,320200,-0.596015504847486,368.6944718871304,391.0101462918716,404.2121332459653,ARG,ARG07,320200,3202,3.0,52.0,48.0,9.0,1.0,5.7312611111,Cordoba,"Cordoba, Public",Public,Town (15-100k),>50,Córdoba,Pública,Cuestionario directivo
03200013,12,9,2470.357648856705,ARG05,3200,320000,-0.6548021206987497,384.1517472731042,402.72250817119976,416.76045203886736,ARG,ARG05,320000,3200,3.0,59.0,41.0,4.0,1.0,40.787210073,Rest of Country,"Rest of Buenos Aires, Public",Public,Town (15-100k),26-30,Buenos Aires,Pública,Cuestionario directivo
03200014,31,30,537.3665598261806,ARG19,3203,320300,-0.8269022732861931,331.03890579040905,338.0773424936378,357.90619066983265,ARG,ARG19,320300,3203,1.0,48.0,52.0,3.0,1.0,4.2330546392,Mendoza,"Mendoza, Public",Public,Village/rural (<3k),21-25,Resto del país,Pública,Cuestionario directivo
03200015,33,30,452.9074579737592,ARG01,3201,320100,-0.460692681857665,446.6434714583444,455.2252489456926,481.06555252850376,ARG,ARG01,320100,3201,5.0,69.0,31.0,3.0,1.0,4.3598706897,CABA,"CABA, Public",Public,Large city (1-10M),21-25,CABA,Pública,Cuestionario directivo
03200016,24,23,1926.067615132574,ARG18,3200,320000,0.5116432716825576,455.1313781952534,481.8700320482637,486.3873449460577,ARG,ARG18,320000,3200,3.0,51.0,49.0,7.0,2.0,75.555357143,Rest of Country,"Patagonia, Private",Private,Town (15-100k),41-45,Resto del país,Privada,Cuestionario directivo
03200017,17,13,214.834573222666,ARG19,3203,320300,-1.081935111964064,291.7782001686702,304.26285646635216,307.46792643382787,ARG,ARG19,320300,3203,2.0,51.0,49.0,7.0,1.0,8.5542979167,Mendoza,"Mendoza, Public",Public,Small town (3-15k),41-45,Resto del país,Pública,Cuestionario directivo
03200018,33,33,610.0971184210525,ARG08,3202,320200,-0.4062858040072721,428.24467095006014,441.7553536366768,480.12166061834586,ARG,ARG08,320200,3202,2.0,46.0,54.0,9.0,2.0,10.001592105,Cordoba,"Cordoba, Private",Private,Small town (3-15k),>50,Córdoba,Privada,Cuestionario directivo
03200019,22,19,305.06556785188377,ARG19,3203,320300,-0.8717501812223133,319.7016593409565,327.5080510075598,355.5024233131469,ARG,ARG19,320300,3203,2.0,50.0,50.0,9.0,1.0,6.4157234375,Mendoza,"Mendoza, Public",Public,Small town (3-15k),>50,Resto del país,Pública,Cuestionario directivo
03200020,18,15,2731.090883578573,ARG17,3200,320000,-0.9053796269746388,324.5108467841964,362.471109707367,340.9688253162293,ARG,ARG17,320000,3200,,,,,,29.126135584,Rest of Country,"Patagonia, Public",No response,No response,No response,Resto del país,Pública,Estrato muestral (imputado)
03200021,34,30,624.4392303982585,ARG07,3202,320200,-1.1964797735775428,336.4495498569412,361.9491752952412,370.03598860235854,ARG,ARG07,320200,3202,5.0,49.0,51.0,4.0,1.0,6.4750346881,Cordoba,"Cordoba, Public",Public,Large city (1-10M),26-30,Córdoba,Pública,Cuestionario directivo
03200022,31,31,4157.005284795687,ARG06,3200,320000,-0.2120480905709214,396.39309523032256,434.9332354251613,445.58262413709673,ARG,ARG06,320000,3200,,,,,,44.575730689,Rest of Country,"Rest of Buenos Aires, Private",No response,No response,No response,Buenos Aires,Privada,Estrato muestral (imputado)
03200023,28,24,327.9145040785623,ARG01,3201,320100,-0.7365602329846945,399.1421903845179,405.0552811360568,426.6171906596804,ARG,ARG01,320100,3201,5.0,51.0,49.0,3.0,1.0,2.5803316327,CABA,"CABA, Public",Public,Large city (1-10M),21-25,CABA,Pública,Cuestionario directivo
03200024,29,26,450.9598223228394,ARG19,3203,320300,-0.8728638568232694,377.0539036067732,397.1132281942527,415.2374973816033,ARG,ARG19,320300,3203,5.0,41.0,59.0,5.0,1.0,1.7622587983,Mendoza,"Mendoza, Public",Public,Large city (1-10M),31-35,Resto del país,Pública,Cuestionario directivo
03200025,31,29,3148.4096984449984,ARG09,3200,320000,-0.5620412579746327,397.25265788398406,398.81270997973775,426.0048616498285,ARG,ARG09,320000,3200,4.0,76.0,24.0,9.0,1.0,23.132666116,Rest of Country,"Santa Fe, Public",Public,City (100k-1M),>50,Santa Fe,Pública,Cuestionario directivo
03200026,32,32,423.6674913016957,ARG20,3203,320300,0.777449338889086,532.4149543680602,528.1480189598776,556.0241925725255,ARG,ARG20,320300,3203,4.0,86.0,14.0,4.0,2.0,7.4931818182,Mendoza,"Mendoza, Private",Private,City (100k-1M),26-30,Resto del país,Privada,Cuestionario directivo
03200027,30,29,780.8803916612347,ARG07,3202,320200,-0.993328279824236,328.0082919383461,355.94094744206666,359.4215893572392,ARG,ARG07,320200,3202,5.0,,,9.0,1.0,9.7955652974,Cordoba,"Cordoba, Public",Public,Large city (1-10M),>50,Córdoba,Pública,Cuestionario directivo
03200028,21,19,1704.0033707508885,ARG18,3200,320000,0.8077200537467453,495.0171783129443,480.91594942611147,486.2071718834677,ARG,ARG18,320000,3200,2.0,44.0,56.0,4.0,2.0,75.555357143,Rest of Country,"Patagonia, Private",Private,Small town (3-15k),26-30,Resto del país,Privada,Cuestionario directivo
03200029,27,26,311.991670366256,ARG19,3203,320300,-1.106757895336687,330.83954167399764,351.26820051050225,359.48794857018845,ARG,ARG19,320300,3203,,,,,,3.311341129,Mendoza,"Mendoza, Public",No response,No response,No response,Resto del país,Pública,Estrato muestral (imputado)
03200030,12,11,957.4589525442173,ARG03,3200,320000,-1.3127702674085606,344.66729756894864,348.64901529203894,397.3136329386597,ARG,ARG03,320000,3200,4.0,49.0,51.0,9.0,1.0,35.481552826,Rest of Country,"24 Depts Buenos Aires, Public",Public,City (100k-1M),>50,Buenos Aires,Pública,Cuestionario directivo
03200031,28,26,607.3441137819843,ARG07,3202,320200,-0.7325129316992112,374.5293684914794,400.889511339422,418.614853361336,ARG,ARG07,320200,3202,2.0,50.0,50.0,3.0,1.0,15.364657447,Cordoba,"Cordoba, Public",Public,Small town (3-15k),21-25,Córdoba,Pública,Cuestionario directivo
03200032,33,32,664.0028557467199,ARG01,3201,320100,-1.0803287368035634,407.0109491112679,412.0297311056517,443.8142609513088,ARG,ARG01,320100,3201,5.0,73.0,27.0,5.0,1.0,2.1988913043,CABA,"CABA, Public",Public,Large city (1-10M),31-35,CABA,Pública,Cuestionario directivo
03200033,30,29,505.6184958859375,ARG19,3203,320300,-0.5894819219416065,402.05060583694654,428.3989667414771,440.3620216790144,ARG,ARG19,320300,3203,4.0,48.0,52.0,,1.0,4.0654089109,Mendoza,"Mendoza, Public",Public,City (100k-1M),No response,Resto del país,Pública,Cuestionario directivo
03200034,30,20,3008.7008420213137,ARG03,3200,320000,0.5693698335568305,394.9232430685749,426.0125747007563,416.04884327139297,ARG,ARG03,320000,3200,4.0,43.0,57.0,9.0,2.0,18.450407469,Rest of Country,"24 Depts Buenos Aires, Public",Private,City (100k-1M),>50,Buenos Aires,Privada,Cuestionario directivo
03200035,10,5,1315.337927858319,ARG05,3200,320000,-1.1280660571879784,352.5020093074594,379.8812564295592,349.99452886247184,ARG,ARG05,320000,3200,1.0,50.0,50.0,2.0,1.0,109.54279277,Rest of Country,"Rest of Buenos Aires, Public",Public,Village/rural (<3k),16-20,Buenos Aires,Pública,Cuestionario directivo
03200036,3,1,490.3521653543306,ARG16,3200,320000,-0.6292294105196304,307.9361504834312,357.6921288437053,340.0379905238891,ARG,ARG16,320000,3200,6.0,55.0,45.0,2.0,2.0,160.65714286,Rest of Country,"Cuyo, Private",Private,Megacity (>10M),16-20,Resto del país,Privada,Cuestionario directivo
03200037,31,30,749.9347290981855,ARG07,3202,320200,-0.8594676288131958,360.26678502018507,374.4844237978227,400.9266801988468,ARG,ARG07,320200,3202,5.0,47.0,53.0,5.0,1.0,6.2627384689,Cordoba,"Cordoba, Public",Public,Large city (1-10M),31-35,Córdoba,Pública,Cuestionario directivo
03200038,30,25,388.4620334319498,ARG01,3201,320100,-1.1261831613972602,316.92848790532446,338.4745446527392,342.24635061903206,ARG,ARG01,320100,3201,,,,,,3.5868439716,CABA,"CABA, Public",No response,No response,No response,CABA,Pública,Estrato muestral (imputado)
03200039,32,27,445.4643634703271,ARG19,3203,320300,-1.1554515727390142,347.686206548477,369.9872866810269,370.5363756189601,ARG,ARG19,320300,3203,,,,,,6.6226822581,Mendoza,"Mendoza, Public",No response,No response,No response,Resto del país,Pública,Estrato muestral (imputado)
03200040,33,31,714.3901430894309,ARG08,3202,320200,-0.6548545858516749,420.5193977853113,422.3302506161591,454.3175566962629,ARG,ARG08,320200,3202,3.0,45.0,55.0,7.0,2.0,6.1798455285,Cordoba,"Cordoba, Private",Private,Town (15-100k),41-45,Córdoba,Privada,Cuestionario directivo
03200041,33,33,451.6181599417795,ARG02,3201,320100,0.2893201153482317,466.85777044704673,496.966836093549,511.90455242578656,ARG,ARG02,320100,3201,6.0,44.0,56.0,9.0,2.0,5.8431651163,CABA,"CABA, Private",Private,Megacity (>10M),>50,CABA,Privada,Cuestionario directivo
03200042,29,14,374.5617296071981,ARG19,3203,320300,-0.5294705573675603,370.20221106076366,388.03016466982393,404.5959866910744,ARG,ARG19,320300,3203,4.0,42.0,58.0,9.0,1.0,1.993234466,Mendoza,"Mendoza, Public",Public,City (100k-1M),>50,Resto del país,Pública,Cuestionario directivo
03200043,29,27,405.4257008343869,ARG20,3203,320300,0.0483531196071823,426.4525194939215,433.7963560888717,450.36417201796473,ARG,ARG20,320300,3203,4.0,41.0,59.0,9.0,2.0,3.4632352941,Mendoza,"Mendoza, Private",Private,City (100k-1M),>50,Resto del país,Privada,Cuestionario directivo
03200044,4,4,1005.301437984541,ARG13,3200,320000,-0.7143298674811124,336.4493237295568,348.3898041227744,403.2409696962319,ARG,ARG13,320000,3200,3.0,48.0,52.0,4.0,1.0,185.247448,Rest of Country,"NOA, Public",Public,Town (15-100k),26-30,Resto del país,Pública,Cuestionario directivo
03200045,32,31,708.2643486880464,ARG08,3202,320200,0.8626651480455995,518.8310929621875,512.8165958475,543.90801089375,ARG,ARG08,320200,3202,5.0,98.0,2.0,9.0,2.0,7.7563367347,Cordoba,"Cordoba, Private",Private,Large city (1-10M),>50,Córdoba,Privada,Cuestionario directivo
03200046,31,30,407.32720739313584,ARG02,3201,320100,1.074715860088431,484.7984581768069,497.6612099001865,518.5622764373535,ARG,ARG02,320100,3201,5.0,48.0,52.0,9.0,2.0,6.203854321,CABA,"CABA, Private",Private,Large city (1-10M),>50,CABA,Privada,Cuestionario directivo
03200047,32,23,2814.614166717539,ARG12,3200,320000,0.4891277735494947,392.33557655924335,417.0258620033529,394.2702254269651,ARG,ARG12,320000,3200,4.0,50.0,50.0,6.0,2.0,18.820153061,Rest of Country,"NEA, Private",Private,City (100k-1M),36-40,Resto del país,Privada,Cuestionario directivo
03200048,8,8,234.7137729192546,ARG02,3201,320100,0.2339343303976861,419.7740314829256,436.85742930382975,457.4733391702659,ARG,ARG02,320100,3201,4.0,55.0,45.0,3.0,2.0,28.714982857,CABA,"CABA, Private",Private,City (100k-1M),21-25,CABA,Privada,Cuestionario directivo
03200049,14,12,2041.4030956612585,ARG03,3200,320000,-1.2749303518076816,302.5946776692118,355.07015377167977,307.17557274814845,ARG,ARG03,320000,3200,,,,,,37.986133025,Rest of Country,"24 Depts Buenos Aires, Public",No response,No response,No response,Buenos Aires,Pública,Estrato muestral (imputado)
03200050,34,34,561.6624587891183,ARG02,3201,320100,0.5415576099948298,465.6323455842138,480.7741355635706,490.5213529973439,ARG,ARG02,320100,3201,5.0,48.0,52.0,5.0,2.0,2.9911440476,CABA,"CABA, Private",Private,Large city (1-10M),31-35,CABA,Privada,Cuestionario directivo
03200051,17,0,1533.6556373783094,ARG09,3200,320000,,312.2447446332416,329.4413499853209,312.4619822768485,ARG,ARG09,320000,3200,3.0,48.0,52.0,6.0,1.0,41.776904478,Rest of Country,"Santa Fe, Public",Public,Town (15-100k),36-40,Santa Fe,Pública,Cuestionario directivo
03200052,32,32,457.6261679683091,ARG01,3201,320100,-0.7259297945479828,430.628904027705,440.7709451440009,457.5226641121863,ARG,ARG01,320100,3201,5.0,76.0,24.0,9.0,1.0,2.7788186813,CABA,"CABA, Public",Public,Large city (1-10M),>50,CABA,Pública,Cuestionario directivo
03200053,32,30,1183.634269998293,ARG07,3202,320200,-0.6381138146766496,355.2333341586857,388.050617603656,412.0785162114892,ARG,ARG07,320200,3202,2.0,47.0,53.0,9.0,1.0,20.63254,Cordoba,"Cordoba, Public",Public,Small town (3-15k),>50,Córdoba,Pública,Cuestionario directivo
03200054,34,32,484.42161451693175,ARG02,3201,320100,-0.2426146841756478,386.9310652927304,386.65990130237486,424.599686887079,ARG,ARG02,320100,3201,5.0,43.0,57.0,9.0,2.0,10.691748936,CABA,"CABA, Private",Private,Large city (1-10M),>50,CABA,Privada,Cuestionario directivo
03200055,29,23,2870.2925366950044,ARG11,3200,320000,-0.9547024837123608,285.0594394860324,297.9106232705871,296.76130187242666,ARG,ARG11,320000,3200,3.0,47.0,53.0,3.0,1.0,55.52780387,Rest of Country,"NEA, Public",Public,Town (15-100k),21-25,Resto del país,Pública,Cuestionario directivo
03200056,33,33,453.3187301901716,ARG02,3201,320100,0.9780054728230292,497.00609284147765,504.46234791486006,538.4698537874783,ARG,ARG02,320100,3201,5.0,45.0,55.0,4.0,2.0,8.9734321429,CABA,"CABA, Private",Private,Large city (1-10M),26-30,CABA,Privada,Cuestionario directivo
03200057,23,12,2665.565653867337,ARG13,3200,320000,-1.0017064649890837,310.7397743642114,337.36274282801253,335.29788116261227,ARG,ARG13,320000,3200,4.0,50.0,50.0,5.0,1.0,57.889827501,Rest of Country,"NOA, Public",Public,City (100k-1M),31-35,Resto del país,Pública,Cuestionario directivo
03200058,15,15,1363.520089285715,ARG12,3200,320000,1.146489597495527,511.23755985631976,523.1842158174015,529.8895533468943,ARG,ARG12,320000,3200,4.0,58.0,42.0,1.0,2.0,79.044642857,Rest of Country,"NEA, Private",Private,City (100k-1M),≤15,Resto del país,Privada,Cuestionario directivo
03200059,30,26,642.1598823989603,ARG02,3201,320100,0.0538864940202254,405.9702370149201,409.8185445523888,419.9248392177327,ARG,ARG02,320100,3201,5.0,55.0,45.0,3.0,2.0,9.6636961538,CABA,"CABA, Private",Private,Large city (1-10M),21-25,CABA,Privada,Cuestionario directivo
03200060,21,19,449.8640551557379,ARG07,3202,320200,-0.5573811632797514,403.63143023852,410.9959833409201,430.1985363059624,ARG,ARG07,320200,3202,1.0,55.0,45.0,4.0,1.0,20.63254,Cordoba,"Cordoba, Public",Public,Village/rural (<3k),26-30,Córdoba,Pública,Cuestionario directivo
03200061,27,25,431.8689717323495,ARG01,3201,320100,-0.8504942127016822,361.7351520893045,379.49430177408,378.23815296060695,ARG,ARG01,320100,3201,,,,,,2.0642653061,CABA,"CABA, Public",No response,No response,No response,CABA,Pública,Estrato muestral (imputado)
03200062,21,12,3027.8874719025016,ARG03,3200,320000,-0.9715658112121096,296.85439506442054,344.2079534991518,315.32987134738994,ARG,ARG03,320000,3200,3.0,37.0,63.0,4.0,1.0,65.894312391,Rest of Country,"24 Depts Buenos Aires, Public",Public,Town (15-100k),26-30,Buenos Aires,Pública,Cuestionario directivo
03200063,28,24,341.5260805563642,ARG01,3201,320100,-1.260144153973193,344.57225225021136,359.12263911289085,362.3656205736483,ARG,ARG01,320100,3201,5.0,48.0,53.0,3.0,1.0,3.1807861635,CABA,"CABA, Public",Public,Large city (1-10M),21-25,CABA,Pública,Cuestionario directivo
03200064,33,33,477.1089568524938,ARG01,3201,320100,-0.8415781541800028,387.06425372967897,400.3250172559542,418.8900124739086,ARG,ARG01,320100,3201,5.0,41.0,59.0,9.0,1.0,2.5414321608,CABA,"CABA, Public",Public,Large city (1-10M),>50,CABA,Pública,Cuestionario directivo
03200065,29,26,773.5164231771034,ARG07,3202,320200,-1.4488638276976598,359.81102659556825,377.0593832292072,399.8482561169735,ARG,ARG07,320200,3202,2.0,46.0,54.0,6.0,1.0,10.31627,Cordoba,"Cordoba, Public",Public,Small town (3-15k),36-40,Córdoba,Pública,Cuestionario directivo
03200066,16,0,1358.886786665575,ARG11,3200,320000,,326.89246582119347,365.349466651586,335.14583204840784,ARG,ARG11,320000,3200,3.0,44.0,56.0,,1.0,32.283606901,Rest of Country,"NEA, Public",Public,Town (15-100k),No response,Resto del país,Pública,Cuestionario directivo
03200067,27,21,361.5461043891274,ARG19,3203,320300,-1.1436095566128943,298.1189657902649,307.3597170252464,321.2338887785758,ARG,ARG19,320300,3203,,,,,,11.731608571,Mendoza,"Mendoza, Public",No response,No response,No response,Resto del país,Pública,Estrato muestral (imputado)
03200068,27,21,2998.8092043997526,ARG05,3200,320000,-0.5645047351792193,333.7752189091922,345.0829084456278,347.4445362292314,ARG,ARG05,320000,3200,3.0,47.0,53.0,9.0,1.0,46.756070084,Rest of Country,"Rest of Buenos Aires, Public",Public,Town (15-100k),>50,Buenos Aires,Pública,Cuestionario directivo
03200069,33,29,506.5300131393087,ARG01,3201,320100,-0.7834924117357686,401.68353664719393,423.9215984067441,430.928272438989,ARG,ARG01,320100,3201,5.0,100.0,,9.0,1.0,3.0651212121,CABA,"CABA, Public",Public,Large city (1-10M),>50,CABA,Pública,Cuestionario directivo
03200070,26,18,506.0839930430597,ARG07,3202,320200,-1.3753864689258597,305.8911558184077,333.4055659469642,338.78800649250377,ARG,ARG07,320200,3202,5.0,53.0,47.0,5.0,1.0,16.978979849,Cordoba,"Cordoba, Public",Public,Large city (1-10M),31-35,Córdoba,Pública,Cuestionario directivo
03200071,28,24,318.6223737763536,ARG19,3203,320300,-1.3646936985019569,322.1045449611973,338.5885423321898,348.25867954163493,ARG,ARG19,320300,3203,2.0,51.0,49.0,9.0,1.0,6.31702,Mendoza,"Mendoza, Public",Public,Small town (3-15k),>50,Resto del país,Pública,Cuestionario directivo
03200072,30,25,765.1660293895335,ARG07,3202,320200,-1.481128130535459,324.3321777871051,345.42413144433056,359.3188159220689,ARG,ARG07,320200,3202,5.0,47.0,53.0,4.0,1.0,9.7586337838,Cordoba,"Cordoba, Public",Public,Large city (1-10M),26-30,Córdoba,Pública,Cuestionario directivo
03200073,34,33,3423.932936956521,ARG06,3200,320000,-0.6822043507042341,410.474438687647,433.62902086941176,455.9191923064706,ARG,ARG06,320000,3200,4.0,43.0,57.0,5.0,2.0,64.602508244,Rest of Country,"Rest of Buenos Aires, Private",Private,City (100k-1M),31-35,Buenos Aires,Privada,Cuestionario directivo
03200074,31,22,394.7972543084281,ARG19,3203,320300,-1.1827921656392757,310.2312161540111,305.6887826050623,321.8541331349422,ARG,ARG19,320300,3203,4.0,52.0,48.0,4.0,1.0,4.0654089109,Mendoza,"Mendoza, Public",Public,City (100k-1M),26-30,Resto del país,Pública,Cuestionario directivo
03200075,28,28,2745.209909573004,ARG03,3200,320000,-1.2013469033926958,299.39083545099163,315.6665547771237,342.401940083918,ARG,ARG03,320000,3200,4.0,45.0,55.0,9.0,1.0,29.896493585,Rest of Country,"24 Depts Buenos Aires, Public",Public,City (100k-1M),>50,Buenos Aires,Pública,Cuestionario directivo
03200076,31,28,3854.3534722547415,ARG05,3200,320000,-0.4948163413368864,368.3816272897994,384.4582943410795,375.1733028741338,ARG,ARG05,320000,3200,4.0,51.0,49.0,4.0,1.0,95.849943671,Rest of Country,"Rest of Buenos Aires, Public",Public,City (100k-1M),26-30,Buenos Aires,Pública,Cuestionario directivo
03200077,29,24,394.9144126704956,ARG01,3201,320100,-0.7669661421526257,380.881429467732,398.7352772066876,417.4773120108901,ARG,ARG01,320100,3201,5.0,65.0,35.0,9.0,1.0,3.1027300613,CABA,"CABA, Public",Public,Large city (1-10M),>50,CABA,Pública,Cuestionario directivo
03200078,15,15,325.7661428571429,ARG08,3202,320200,-0.3595800203679921,387.9544731433333,427.5044613033332,441.5099908506666,ARG,ARG08,320200,3202,2.0,47.0,53.0,2.0,2.0,21.717742857,Cordoba,"Cordoba, Private",Private,Small town (3-15k),16-20,Córdoba,Privada,Cuestionario directivo
03200079,32,31,2663.7491942125653,ARG09,3200,320000,-0.1376611041276839,452.1153968923738,451.4433067004692,476.3627667526439,ARG,ARG09,320000,3200,3.0,56.0,44.0,9.0,1.0,19.993232857,Rest of Country,"Santa Fe, Public",Public,Town (15-100k),>50,Santa Fe,Pública,Cuestionario directivo
03200080,16,15,1713.0456150031337,ARG03,3200,320000,-1.1232571439695644,302.76611415144026,340.4267899444571,308.6204632708195,ARG,ARG03,320000,3200,,,,,,42.484490884,Rest of Country,"24 Depts Buenos Aires, Public",No response,No response,No response,Buenos Aires,Pública,Estrato muestral (imputado)
03200081,25,22,3249.616933461736,ARG05,3200,320000,-1.140742799427028,325.956541894362,351.00365582815965,341.84597597431497,ARG,ARG05,320000,3200,3.0,46.0,54.0,5.0,1.0,50.447338774,Rest of Country,"Rest of Buenos Aires, Public",Public,Town (15-100k),31-35,Buenos Aires,Pública,Cuestionario directivo
03200082,32,28,547.8121091891252,ARG01,3201,320100,-0.5452266249223015,417.3576192931549,428.6132653693289,440.7467233175695,ARG,ARG01,320100,3201,5.0,58.0,42.0,4.0,1.0,4.2859745763,CABA,"CABA, Public",Public,Large city (1-10M),26-30,CABA,Pública,Cuestionario directivo
03200083,22,22,453.91588,ARG07,3202,320200,-0.5503058965053781,422.6763558172726,446.28440972499993,445.1668669754546,ARG,ARG07,320200,3202,1.0,53.0,47.0,4.0,1.0,20.63254,Cordoba,"Cordoba, Public",Public,Village/rural (<3k),26-30,Córdoba,Pública,Cuestionario directivo
03200084,33,33,1700.939243697479,ARG15,3200,320000,-0.8520486841180115,343.7337064551515,372.4194549672727,400.8342832681818,ARG,ARG15,320000,3200,2.0,54.0,46.0,,1.0,17.019117647,Rest of Country,"Cuyo, Public",Public,Small town (3-15k),No response,Resto del país,Pública,Cuestionario directivo
03200085,30,24,3463.8838632516404,ARG11,3200,320000,-1.3479133824809435,294.10521702419675,315.4065711197093,328.9334353144251,ARG,ARG11,320000,3200,3.0,48.0,52.0,9.0,1.0,38.10204026,Rest of Country,"NEA, Public",Public,Town (15-100k),>50,Resto del país,Pública,Cuestionario directivo
03200086,28,22,608.0968,ARG08,3202,320200,-0.7501325906686718,425.5544519249999,427.4564398428571,465.52781918,ARG,ARG08,320200,3202,2.0,47.0,53.0,4.0,2.0,21.717742857,Cordoba,"Cordoba, Private",Private,Small town (3-15k),26-30,Córdoba,Privada,Cuestionario directivo
03200087,34,33,506.8840269569766,ARG02,3201,320100,0.0771572085086552,434.3765162783101,455.348089804143,476.3153980651047,ARG,ARG02,320100,3201,5.0,,,,2.0,7.5001820896,CABA,"CABA, Private",Private,Large city (1-10M),No response,CABA,Privada,Cuestionario directivo
03200088,31,28,3618.041163203669,ARG09,3200,320000,-1.3573744434236543,292.3639722212393,279.4592020279065,315.8185283015241,ARG,ARG09,320000,3200,3.0,59.0,41.0,4.0,1.0,35.43104557,Rest of Country,"Santa Fe, Public",Public,Town (15-100k),26-30,Santa Fe,Pública,Cuestionario directivo
03200089,21,21,1721.798524844721,ARG12,3200,320000,-1.4484681713797476,324.45647730451094,379.2050334618562,305.16261798105785,ARG,ARG12,320000,3200,1.0,54.0,46.0,9.0,2.0,79.044642857,Rest of Country,"NEA, Private",Private,Village/rural (<3k),>50,Resto del país,Privada,Cuestionario directivo
03200090,29,25,811.335533056239,ARG07,3202,320200,-1.1480079630959097,355.70750025456783,378.38220624334576,390.3617063855044,ARG,ARG07,320200,3202,2.0,,,9.0,1.0,20.63254,Cordoba,"Cordoba, Public",Public,Small town (3-15k),>50,Córdoba,Pública,Cuestionario directivo
03200091,32,30,583.1842818616511,ARG02,3201,320100,-0.2229657221438325,364.16700396697024,373.7711453639138,374.79424185342594,ARG,ARG02,320100,3201,,,,,,12.256395122,CABA,"CABA, Private",No response,No response,No response,CABA,Privada,Estrato muestral (imputado)
